loan_id,month_index,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,loss_severity_band,last_updated_at,source_system,document_status,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,next_state,exception_required,exception_type
LN0002028,17,2022-06,2021-01,17,343,167398,163644.83,3.82,Good,,28-36,FL,Refinance,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2022-06-01,PRIMARY,Pending,0,0,0,1,Prepaid,0,
LN0001025,20,2021-06,2019-10,20,340,451542,443610.94,5.78,Fair,75-90,<=28,GA,Purchase,PrimaryResidence,SingleFamily,ServicerB,90DPD,95,0,0,0,Medium,2021-06-01,PRIMARY,,1,1,1,0,90DPD,0,
LN0003402,23,2020-02,2018-03,23,337,273982,266317.63,4.69,Fair,<=60,28-36,FL,Purchase,PrimaryResidence,Townhouse,ServicerD,30DPD,35,0,0,0,Low,2020-02-01,PRIMARY,Complete,1,1,0,0,30DPD,0,
LN0000881,11,2018-12,2018-01,11,349,144562,142276.21,4.03,Good,60-75,<=28,NY,Purchase,SecondHome,MultiUnit,ServicerB,Current,0,0,0,0,Low,2018-12-01,PRIMARY,Complete,0,1,0,0,Current,0,
LN0000830,15,2021-06,2020-03,15,345,106382,104636.45,4.34,Good,75-90,28-36,WA,Purchase,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2021-06-01,PRIMARY,Pending,0,0,0,1,Current,0,
LN0002516,1,2018-11,2018-10,1,359,222905,222519.42,5.64,Fair,60-75,36-43,AZ,CashOut,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2018-11-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0004398,3,2019-09,2019-06,3,357,589019,585945.56,5.69,Fair,>90,<=28,NY,Purchase,PrimaryResidence,Condo,ServicerD,Current,0,0,0,0,Low,2019-09-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0003166,15,2021-11,2020-08,15,345,115003,113198.84,5.71,Fair,75-90,36-43,IL,Purchase,PrimaryResidence,Condo,ServicerC,30DPD,35,0,0,0,,2021-11-01,PRIMARY,Incomplete,1,1,0,0,60DPD,0,
LN0000589,16,2022-02,2020-10,16,344,226337,220973.38,4.28,Excellent,60-75,<=28,NY,Purchase,Investment,SingleFamily,ServicerD,Current,0,0,0,0,Low,2022-02-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0001691,13,2020-07,2019-06,13,347,319452,313264.34,5.02,Fair,60-75,<=28,AZ,Refinance,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2020-07-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0003642,15,2022-03,2020-12,15,345,103142,101682.54,3.9,Excellent,>90,36-43,NY,Refinance,SecondHome,SingleFamily,ServicerC,Current,0,0,0,0,Low,2022-03-01,PRIMARY,Complete,1,1,0,0,Current,0,
LN0004117,8,2023-06,2022-10,8,352,94807,93728.46,5.08,Good,<=60,>43,NY,Purchase,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2023-06-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0004070,17,2021-01,2019-08,17,343,206836,202623.27,4.13,Excellent,60-75,36-43,AZ,Refinance,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2021-01-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0001011,11,2021-11,2020-12,11,349,115206,113534.28,5.01,Fair,75-90,28-36,WA,Purchase,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2021-11-01,PRIMARY,Pending,0,1,0,0,Current,0,
LN0000844,14,2021-01,2019-11,14,346,529055,518620.16,5.18,Good,75-90,36-43,IL,Purchase,PrimaryResidence,Condo,ServicerC,60DPD,65,0,0,0,Medium,2021-01-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0000082,3,2020-02,2019-11,3,357,220872,220197.37,4.54,Good,,<=28,OH,CashOut,PrimaryResidence,Condo,ServicerA,Current,0,0,0,0,Low,2020-02-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0004953,5,2022-01,2021-08,5,355,302154,299816.97,4.65,Excellent,75-90,28-36,OH,Purchase,PrimaryResidence,Townhouse,ServicerB,Current,0,0,0,0,Low,2022-01-01,PRIMARY,Waived,0,1,0,0,Current,0,
LN0004098,4,2023-04,2022-12,4,356,582963,580216.59,4.78,Fair,60-75,28-36,WA,Purchase,PrimaryResidence,Condo,ServicerA,Current,0,0,0,0,Low,2023-04-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0001900,9,2021-12,2021-03,9,351,92155,91322.38,4.42,Excellent,>90,>43,TX,Refinance,Investment,SingleFamily,ServicerB,Current,0,0,0,0,Low,2021-12-01,PRIMARY,Complete,1,1,0,1,30DPD,0,
LN0004440,2,2020-05,2020-03,2,358,198152,197548.18,4.52,Good,<=60,36-43,FL,CashOut,Investment,SingleFamily,ServicerC,Current,0,0,0,0,Low,2020-05-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0004678,11,2018-12,2018-01,11,349,219808,216481.56,3.67,Excellent,75-90,36-43,GA,Purchase,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,,2018-12-01,PRIMARY,Pending,1,1,0,0,Current,0,
LN0002101,5,2021-11,2021-06,5,355,368862,365748.18,5.42,Fair,60-75,<=28,GA,Purchase,SecondHome,SingleFamily,ServicerC,Current,0,0,0,0,Low,2021-11-01,PRIMARY,Incomplete,0,0,1,0,Current,0,
LN0003344,2,2020-08,2020-06,2,358,151993,151552.87,4.09,Excellent,60-75,<=28,CA,Refinance,PrimaryResidence,Townhouse,ServicerD,Current,0,0,0,0,Low,2020-08-01,PRIMARY,Waived,0,0,0,1,Current,0,
LN0004491,8,2019-01,2018-05,8,352,258390,255489.83,3.83,Good,60-75,36-43,FL,Purchase,SecondHome,Townhouse,ServicerB,Current,0,0,0,0,Low,2019-01-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0002994,1,2018-03,2018-02,1,359,262942,262540.44,4.54,Good,>90,<=28,CA,Refinance,PrimaryResidence,Townhouse,ServicerA,Current,0,0,0,0,Low,2018-03-01,PRIMARY,Incomplete,0,0,0,0,Current,0,
LN0001896,25,2020-11,2018-10,25,335,424698,409801.71,3.83,Excellent,<=60,<=28,IL,Purchase,SecondHome,Townhouse,ServicerC,Current,0,0,0,0,Low,2020-11-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0001573,4,2019-03,2018-11,4,356,96129,95971.71,5.14,Good,75-90,28-36,OH,Refinance,PrimaryResidence,SingleFamily,ServicerB,30DPD,35,0,0,0,Low,2019-03-01,PRIMARY,Waived,1,1,0,0,30DPD,0,
LN0001512,6,2020-07,2020-01,6,354,117323,116332.96,3.85,Excellent,<=60,>43,WA,Purchase,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2020-07-01,PRIMARY,,1,1,0,0,Current,0,
LN0003653,5,2022-01,2021-08,5,355,84919,84537.19,4.38,Good,>90,<=28,FL,CashOut,Investment,SingleFamily,ServicerB,30DPD,35,0,0,0,Low,2022-01-01,PRIMARY,Complete,1,1,1,0,30DPD,0,
LN0001290,9,2019-05,2018-08,9,351,160692,158529.6,4.36,Good,>90,<=28,FL,Refinance,PrimaryResidence,Condo,ServicerB,Current,0,0,0,0,Low,2019-05-01,PRIMARY,Incomplete,1,1,1,0,60DPD,0,
LN0003426,4,2021-08,2021-04,4,356,242857,241373.44,4.54,Good,75-90,28-36,NV,Refinance,Investment,Condo,ServicerD,Current,0,0,0,0,Low,2021-08-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0001031,12,2022-08,2021-08,12,348,282089,277125.84,4.94,Good,60-75,28-36,NY,Purchase,PrimaryResidence,SingleFamily,ServicerB,30DPD,35,0,0,0,Low,2022-08-01,PRIMARY,Complete,1,1,0,1,30DPD,0,
LN0000434,1,2020-08,2020-07,1,359,328973,328424.35,5.31,Fair,60-75,28-36,NV,Purchase,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2020-08-01,PRIMARY,Complete,0,1,0,1,Current,0,
LN0003412,6,2019-06,2018-12,6,354,223032,221085.17,4.13,Excellent,,<=28,OH,Refinance,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2019-06-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0003273,1,2019-04,2019-03,1,359,286689,286203.9,5.44,Fair,>90,>43,WA,Refinance,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2019-04-01,PRIMARY,,1,1,0,0,Current,0,
LN0000403,8,2021-09,2021-01,8,352,100223,99021.37,5.55,Fair,60-75,28-36,TX,Refinance,PrimaryResidence,Townhouse,ServicerB,Current,0,0,0,0,Low,2021-09-01,PRIMARY,Complete,0,0,1,0,Current,0,
LN0000058,15,2019-06,2018-03,15,345,376067,366774.39,5.2,Good,60-75,28-36,FL,Purchase,PrimaryResidence,Condo,ServicerA,Current,0,0,0,0,Low,2019-06-01,PRIMARY,Complete,1,1,0,0,Current,0,
LN0001824,13,2023-02,2022-01,13,347,181390,177633.0,5.62,Fair,<=60,36-43,AZ,Purchase,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2023-02-01,PRIMARY,Complete,0,1,0,1,Current,0,
LN0002103,5,2019-04,2018-11,5,355,396142,392893.78,5.16,Fair,75-90,28-36,OH,Refinance,PrimaryResidence,Condo,ServicerC,Current,0,0,0,0,Low,2019-04-01,PRIMARY,Complete,1,1,1,0,Current,0,
LN0001674,2,2018-08,2018-06,2,358,117502,117340.15,3.68,Excellent,60-75,36-43,IL,Purchase,PrimaryResidence,Condo,ServicerB,60DPD,65,1,0,0,Medium,2018-08-01,PRIMARY,,0,0,1,0,Current,0,
LN0003696,23,2021-01,2019-02,23,337,127634,123307.61,5.02,Good,60-75,28-36,NV,Refinance,PrimaryResidence,MultiUnit,ServicerB,Current,0,0,0,0,Low,2021-01-01,PRIMARY,Pending,1,1,0,1,30DPD,0,
LN0002901,13,2023-04,2022-03,13,347,176449,173438.31,3.94,Good,,<=28,GA,Refinance,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2023-04-01,PRIMARY,Complete,1,1,0,0,60DPD,0,
LN0001770,3,2021-12,2021-09,3,357,125671,0.0,4.34,Fair,60-75,<=28,NV,Refinance,Investment,Condo,ServicerD,Prepaid,0,0,1,0,Low,2021-12-01,PRIMARY,Incomplete,0,0,0,1,Prepaid,0,
LN0004979,15,2022-06,2021-03,15,345,169247,165134.8,5.67,Fair,<=60,>43,OH,Purchase,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,,2022-06-01,PRIMARY,Complete,0,1,0,1,Current,0,
LN0002746,18,2024-02,2022-08,18,342,334889,326552.07,4.7,Fair,75-90,<=28,AZ,Purchase,SecondHome,SingleFamily,ServicerC,Current,0,0,0,0,Low,2024-02-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0000390,3,2022-12,2022-09,3,357,163422,162502.01,6.4,Poor,>90,<=28,NV,Purchase,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2022-12-01,PRIMARY,Pending,1,1,1,0,Current,0,
LN0001859,8,2022-10,2022-02,8,352,209799,207529.86,4.64,Good,60-75,36-43,NV,Purchase,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2022-10-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0001622,15,2023-03,2021-12,15,345,196802,193331.49,4.96,Good,60-75,28-36,OH,Refinance,Investment,SingleFamily,ServicerA,30DPD,35,0,0,0,Low,2023-03-01,PRIMARY,,0,1,0,0,Current,0,
LN0004531,25,2021-04,2019-03,25,335,50000,48426.07,5.74,Fair,60-75,<=28,AZ,Refinance,Investment,Condo,ServicerC,30DPD,35,0,0,0,Low,2021-04-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0002138,14,2021-06,2020-04,14,346,237221,232123.68,5.23,Fair,60-75,36-43,NV,Purchase,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2021-06-01,PRIMARY,Complete,1,1,1,0,30DPD,0,
LN0002868,9,2019-05,2018-08,9,351,153683,152531.35,4.38,Good,<=60,36-43,TX,Refinance,PrimaryResidence,SingleFamily,ServicerA,60DPD,65,0,0,0,,2019-05-01,PRIMARY,Incomplete,0,1,0,0,Current,0,
LN0004114,8,2022-09,2022-01,8,352,244895,242078.83,4.03,Good,60-75,<=28,CA,Purchase,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2022-09-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0004749,5,2018-09,2018-04,5,355,462599,458308.48,6.29,Poor,75-90,>43,GA,CashOut,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2018-09-01,PRIMARY,Complete,1,1,1,0,60DPD,0,
LN0003942,2,2021-06,2021-04,2,358,106837,106506.47,4.65,Excellent,,28-36,IL,Purchase,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,,2021-06-01,PRIMARY,Incomplete,0,0,0,1,Current,0,
LN0003481,1,2022-08,2022-07,1,359,258306,257942.27,3.86,Good,<=60,28-36,AZ,Purchase,SecondHome,SingleFamily,ServicerA,Current,0,0,0,0,Low,2022-08-01,PRIMARY,Complete,0,1,0,0,Current,0,
LN0000383,17,2023-01,2021-08,17,343,188558,183853.04,4.72,Fair,75-90,<=28,GA,Purchase,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2023-01-01,PRIMARY,Incomplete,1,1,0,0,Current,0,
LN0000999,1,2018-02,2018-01,1,359,157798,157540.68,5.11,Poor,>90,28-36,NV,Refinance,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2018-02-01,PRIMARY,Incomplete,0,1,0,0,Current,0,
LN0003536,13,2022-03,2021-02,13,347,88833,87027.24,5.45,Fair,,28-36,GA,Purchase,PrimaryResidence,SingleFamily,ServicerC,30DPD,35,0,0,0,Low,2022-03-01,PRIMARY,Complete,0,1,0,0,Current,0,
LN0002400,4,2023-01,2022-09,4,356,180137,179872.41,4.21,Good,75-90,28-36,OH,Refinance,Investment,SingleFamily,ServicerA,Closed,0,0,0,0,,2023-01-01,PRIMARY,Complete,0,0,0,0,Closed,0,
LN0000706,19,2021-02,2019-07,19,341,126892,123760.03,5.19,Good,60-75,28-36,GA,Purchase,SecondHome,SingleFamily,ServicerB,30DPD,35,0,0,0,Low,2021-02-01,PRIMARY,Waived,1,1,0,0,Current,0,
LN0002368,1,2022-11,2022-10,1,359,239734,239364.45,4.62,Good,75-90,<=28,WA,Refinance,Investment,MultiUnit,ServicerA,Current,0,0,0,0,Low,2022-11-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0004860,3,2021-03,2020-12,3,357,143436,0.0,4.59,Good,60-75,28-36,GA,Purchase,PrimaryResidence,MultiUnit,ServicerB,Prepaid,0,0,1,0,Low,2021-03-01,PRIMARY,Complete,0,0,0,1,Prepaid,0,
LN0001800,2,2019-08,2019-06,2,358,149080,148577.16,5.41,Fair,<=60,28-36,WA,CashOut,SecondHome,Condo,ServicerC,Current,0,0,0,0,Low,2019-08-01,PRIMARY,Complete,1,1,0,0,Current,0,
LN0004745,2,2021-08,2021-06,2,358,187639,187068.56,4.5,Excellent,75-90,>43,NV,CashOut,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2021-08-01,PRIMARY,Waived,0,1,0,0,Current,0,
LN0004237,16,2019-07,2018-03,16,344,223857,219059.33,3.98,Good,60-75,>43,FL,CashOut,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2019-07-01,PRIMARY,Incomplete,0,1,1,0,Current,0,
LN0002558,10,2023-03,2022-05,10,350,466116,460897.07,3.81,Good,60-75,28-36,FL,CashOut,PrimaryResidence,Condo,ServicerB,Current,0,0,0,0,,2023-03-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0000558,6,2019-02,2018-08,6,354,206230,204212.21,5.11,Good,,<=28,TX,Refinance,Investment,Condo,ServicerD,Current,0,0,0,0,Low,2019-02-01,PRIMARY,Waived,0,0,0,1,Current,0,
LN0004612,2,2022-06,2022-04,2,358,75860,75636.09,4.25,Good,75-90,28-36,OH,Purchase,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2022-06-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0004775,22,2020-10,2018-12,22,338,217738,211338.4,4.65,Excellent,75-90,36-43,OH,Purchase,PrimaryResidence,MultiUnit,ServicerC,Default,120,0,0,1,High,2020-10-01,PRIMARY,,0,0,0,0,Default,0,
LN0001341,23,2021-08,2019-09,23,337,189325,184205.45,4.4,Excellent,>90,36-43,AZ,Refinance,PrimaryResidence,Townhouse,ServicerC,Current,0,0,0,0,Low,2021-08-01,PRIMARY,Complete,1,1,1,0,Current,0,
LN0002396,1,2020-07,2020-06,1,359,183191,182854.05,6.21,Poor,>90,28-36,FL,Purchase,PrimaryResidence,Condo,ServicerD,Current,0,0,0,0,Low,2020-07-01,PRIMARY,Complete,1,1,1,0,Current,0,
LN0001277,13,2021-03,2020-02,13,347,67275,65998.45,4.84,Excellent,60-75,<=28,IL,Refinance,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2021-03-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0000947,20,2021-05,2019-09,20,340,149477,145576.98,5.11,Fair,<=60,>43,WA,Purchase,Investment,SingleFamily,ServicerA,60DPD,65,0,0,0,Medium,2021-05-01,PRIMARY,Complete,1,1,1,0,60DPD,0,
LN0004036,4,2018-12,2018-08,4,356,532568,529416.62,4.27,Good,60-75,36-43,IL,Purchase,SecondHome,SingleFamily,ServicerA,Current,0,0,0,0,Low,2018-12-01,PRIMARY,Incomplete,0,0,0,0,Current,0,
LN0000694,16,2022-12,2021-08,16,344,262283,256504.37,4.21,Good,>90,<=28,WA,Refinance,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,,2022-12-01,PRIMARY,Incomplete,0,0,0,0,Current,0,
LN0004279,12,2019-08,2018-08,12,348,248148,243666.56,5.17,Good,60-75,36-43,NY,CashOut,PrimaryResidence,Townhouse,ServicerC,Current,0,0,0,0,Low,2019-08-01,PRIMARY,Complete,0,1,1,0,Current,0,
LN0002532,5,2019-09,2019-04,5,355,125957,124933.5,5.08,Fair,<=60,28-36,IL,CashOut,PrimaryResidence,Condo,ServicerD,Current,0,0,0,0,,2019-09-01,PRIMARY,Complete,1,1,0,0,60DPD,0,
LN0001547,15,2024-02,2022-11,15,345,269411,264443.12,3.92,Excellent,<=60,28-36,OH,Purchase,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2024-02-01,PRIMARY,,0,1,0,0,Current,0,
LN0000850,11,2019-06,2018-07,11,349,417080,411484.09,5.36,Poor,75-90,28-36,OH,CashOut,PrimaryResidence,MultiUnit,ServicerD,Current,0,0,0,0,Low,2019-06-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0001036,2,2018-09,2018-07,2,358,120068,119867.08,5.34,Fair,,>43,TX,Refinance,PrimaryResidence,SingleFamily,ServicerC,30DPD,35,0,0,0,Low,2018-09-01,PRIMARY,Pending,1,1,1,0,30DPD,0,
LN0002064,23,2024-10,2022-11,23,337,160702,155302.69,4.54,Excellent,<=60,36-43,WA,CashOut,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2024-10-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0000165,1,2018-06,2018-05,1,359,253165,252798.45,4.09,Good,75-90,<=28,FL,Purchase,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2018-06-01,PRIMARY,,0,0,0,0,Current,0,
LN0004181,11,2023-05,2022-06,11,349,94358,92713.24,5.71,Fair,60-75,28-36,WA,Purchase,PrimaryResidence,Townhouse,ServicerD,Current,0,0,0,0,Low,2023-05-01,PRIMARY,Complete,0,1,1,0,Current,0,
LN0003482,9,2022-01,2021-04,9,351,183160,181081.06,5.06,Fair,<=60,<=28,GA,Refinance,Investment,SingleFamily,ServicerD,30DPD,35,0,0,0,Low,2022-01-01,PRIMARY,Pending,0,0,0,0,Current,0,
LN0002048,16,2021-05,2020-01,16,344,59082,57991.63,4.6,,60-75,28-36,CA,CashOut,PrimaryResidence,MultiUnit,ServicerB,30DPD,35,0,0,0,Low,2021-05-01,PRIMARY,Pending,0,1,0,0,Current,0,
LN0002571,2,2020-02,2019-12,2,358,236410,235719.66,4.16,Excellent,75-90,36-43,OH,Purchase,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2020-02-01,PRIMARY,Incomplete,0,1,0,0,Current,0,
LN0004679,10,2020-11,2020-01,10,350,270666,266963.15,4.5,Excellent,60-75,<=28,AZ,Purchase,PrimaryResidence,Townhouse,ServicerB,Current,0,0,0,0,Low,2020-11-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0003950,6,2022-06,2021-12,6,354,311196,309288.29,4.57,Good,,28-36,OH,Purchase,SecondHome,SingleFamily,ServicerD,Current,0,0,0,0,Low,2022-06-01,PRIMARY,Incomplete,1,1,0,1,Current,0,
LN0001533,9,2022-12,2022-03,9,351,310422,306294.16,5.28,,75-90,<=28,WA,CashOut,PrimaryResidence,SingleFamily,ServicerB,60DPD,65,0,0,0,Medium,2022-12-01,PRIMARY,Complete,1,1,1,0,60DPD,0,
LN0001964,7,2020-09,2020-02,7,353,178923,177627.73,4.09,Excellent,60-75,<=28,GA,Purchase,Investment,Condo,ServicerA,Current,0,0,0,0,Low,2020-09-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0003430,16,2021-07,2020-03,16,344,192832,189969.86,5.21,Fair,75-90,>43,GA,CashOut,Investment,SingleFamily,ServicerD,Current,0,0,0,0,Low,2021-07-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0004996,19,2021-10,2020-03,19,341,312665,304998.16,4.57,Excellent,60-75,>43,WA,Purchase,Investment,Townhouse,ServicerA,Current,0,0,0,0,Low,2021-10-01,PRIMARY,Complete,1,1,0,1,Current,0,
LN0002439,7,2019-12,2019-05,7,353,346703,345125.68,4.48,Good,60-75,28-36,OH,Refinance,PrimaryResidence,SingleFamily,ServicerD,90DPD,95,0,0,0,Medium,2019-12-01,PRIMARY,Complete,1,1,1,0,90DPD,0,
LN0002953,1,2019-11,2019-10,1,359,256024,255663.04,3.87,Excellent,>90,<=28,OH,Purchase,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2019-11-01,PRIMARY,Complete,0,1,0,1,Current,0,
LN0000567,10,2019-02,2018-04,10,350,148409,146728.32,5.04,Fair,75-90,<=28,IL,CashOut,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2019-02-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0001185,18,2019-07,2018-01,18,342,375025,364448.73,4.76,Excellent,<=60,<=28,AZ,Purchase,Investment,SingleFamily,ServicerA,Current,0,0,0,0,Low,2019-07-01,PRIMARY,Complete,0,1,0,0,Current,0,
LN0003831,13,2023-03,2022-02,13,347,197310,193075.03,5.22,Good,<=60,<=28,NV,Refinance,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2023-03-01,PRIMARY,Waived,0,1,0,0,Current,0,
LN0002038,23,2020-06,2018-07,23,337,178939,172933.99,4.53,Excellent,75-90,28-36,WA,Purchase,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2020-06-01,PRIMARY,Waived,0,0,0,0,Current,0,
LN0001267,6,2019-09,2019-03,6,354,155156,153672.08,4.91,Excellent,<=60,28-36,NV,Refinance,SecondHome,SingleFamily,ServicerC,Current,0,0,0,0,Low,2019-09-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0003318,8,2022-05,2021-09,8,352,646330,640882.56,3.84,Excellent,>90,28-36,NV,Purchase,PrimaryResidence,Townhouse,ServicerD,Default,120,0,0,1,High,2022-05-01,PRIMARY,Complete,0,0,0,0,Default,0,
LN0001721,22,2024-10,2022-12,22,338,221657,214245.72,4.9,Excellent,60-75,<=28,TX,Purchase,SecondHome,SingleFamily,ServicerB,Current,0,0,0,0,Low,2024-10-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0004328,1,2021-04,2021-03,1,359,233178,232793.01,5.22,Fair,,<=28,NY,Refinance,PrimaryResidence,Condo,ServicerA,Current,0,0,0,0,Low,2021-04-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0001243,18,2022-08,2021-02,18,342,220107,214602.09,4.74,Good,<=60,28-36,AZ,Purchase,PrimaryResidence,Townhouse,ServicerD,60DPD,65,0,0,0,,2022-08-01,PRIMARY,Complete,0,1,0,0,Current,0,
LN0000355,4,2022-09,2022-05,4,356,293667,293187.58,5.12,Good,>90,28-36,IL,CashOut,SecondHome,SingleFamily,ServicerA,90DPD,95,0,0,0,Medium,2022-09-01,PRIMARY,Complete,1,1,1,0,Default,0,
LN0000277,3,2020-06,2020-03,3,357,146356,146117.07,5.12,Good,75-90,36-43,GA,Purchase,PrimaryResidence,MultiUnit,ServicerC,60DPD,65,0,0,0,Medium,2020-06-01,PRIMARY,Complete,1,1,1,0,90DPD,0,
LN0004164,7,2023-03,2022-08,7,353,290128,287773.14,5.07,Good,75-90,36-43,NY,Refinance,PrimaryResidence,Condo,ServicerB,Current,0,0,0,0,Low,2023-03-01,PRIMARY,Pending,0,0,0,1,Current,0,
LN0002238,23,2022-01,2020-02,23,337,241545,234053.05,3.87,Good,75-90,<=28,CA,Refinance,PrimaryResidence,SingleFamily,ServicerD,30DPD,35,0,0,0,Low,2022-01-01,PRIMARY,Waived,0,1,1,0,Current,0,
LN0003014,7,2020-09,2020-02,7,353,218984,217180.3,5.2,Fair,60-75,28-36,FL,Purchase,SecondHome,Condo,ServicerB,Current,0,0,0,0,Low,2020-09-01,PRIMARY,Complete,1,1,0,1,Current,0,
LN0004542,4,2019-09,2019-05,4,356,157267,0.0,4.56,Excellent,,>43,TX,Refinance,PrimaryResidence,MultiUnit,ServicerD,Prepaid,0,0,1,0,Low,2019-09-01,PRIMARY,Complete,0,0,0,0,Prepaid,0,
LN0004834,12,2022-06,2021-06,12,348,334562,329482.43,4.49,Fair,75-90,<=28,IL,Refinance,PrimaryResidence,MultiUnit,ServicerA,60DPD,65,1,0,0,Medium,2022-06-01,PRIMARY,Waived,1,1,1,0,60DPD,0,
LN0000913,6,2022-08,2022-02,6,354,196158,194225.71,5.17,Poor,60-75,36-43,FL,Refinance,Investment,SingleFamily,ServicerC,Current,0,0,0,0,Low,2022-08-01,PRIMARY,Waived,0,1,0,0,Current,0,
LN0002870,4,2019-02,2018-10,4,356,116834,116089.92,4.9,Excellent,75-90,<=28,NV,Refinance,PrimaryResidence,MultiUnit,ServicerD,Current,0,0,0,0,Low,2019-02-01,PRIMARY,Pending,0,0,0,1,Current,0,
LN0000788,1,2019-07,2019-06,1,359,224635,224264.95,5.2,Good,75-90,<=28,OH,Purchase,PrimaryResidence,MultiUnit,ServicerD,Current,0,0,0,0,Low,2019-07-01,PRIMARY,Pending,0,0,0,0,Current,0,
LN0003486,3,2020-01,2019-10,3,357,283483,282515.11,5.52,,75-90,>43,OH,Refinance,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2020-01-01,PRIMARY,Complete,1,1,1,0,30DPD,0,
