loan_id,original_balance,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,vintage
LN0000302,89119,Excellent,75-90,28-36,FL,Refinance,SecondHome,SingleFamily,2021
LN0000303,118877,Good,75-90,36-43,AZ,Refinance,SecondHome,SingleFamily,2020
LN0000304,143222,Good,60-75,28-36,CA,Purchase,PrimaryResidence,SingleFamily,2021
LN0000305,218291,Poor,<=60,>43,NV,Purchase,PrimaryResidence,SingleFamily,2018
LN0000306,115855,Good,75-90,36-43,FL,Purchase,PrimaryResidence,Condo,2018
LN0000307,108493,Good,>90,28-36,IL,Refinance,SecondHome,SingleFamily,2019
LN0000308,124900,Fair,60-75,<=28,CA,Purchase,PrimaryResidence,SingleFamily,2019
LN0000309,113797,Good,<=60,36-43,AZ,Purchase,SecondHome,SingleFamily,2019
LN0000310,150655,Excellent,60-75,<=28,WA,Purchase,PrimaryResidence,Townhouse,2021
LN0000311,147466,Good,60-75,<=28,NV,Purchase,PrimaryResidence,SingleFamily,2018
LN0000312,280555,Good,60-75,28-36,NY,Purchase,PrimaryResidence,SingleFamily,2018
LN0000313,121204,Excellent,60-75,28-36,CA,Purchase,PrimaryResidence,SingleFamily,2019
LN0000314,166242,Good,75-90,>43,GA,Refinance,PrimaryResidence,SingleFamily,2019
LN0000315,151370,Good,60-75,36-43,TX,Refinance,PrimaryResidence,SingleFamily,2018
LN0000316,297878,Good,60-75,36-43,GA,CashOut,PrimaryResidence,Condo,2018
LN0000317,184031,Good,<=60,28-36,CA,Purchase,Investment,SingleFamily,2020
LN0000318,336161,Fair,>90,28-36,TX,Purchase,PrimaryResidence,SingleFamily,2018
LN0000319,111727,Good,60-75,>43,GA,Purchase,PrimaryResidence,Townhouse,2018
LN0000320,193942,Poor,60-75,28-36,GA,Refinance,Investment,Condo,2022
LN0000321,149052,Poor,<=60,36-43,TX,Purchase,PrimaryResidence,MultiUnit,2018
LN0000322,107686,Good,75-90,28-36,TX,Purchase,PrimaryResidence,SingleFamily,2018
LN0000323,192190,Good,>90,<=28,AZ,Refinance,PrimaryResidence,Townhouse,2018
LN0000324,472817,Good,<=60,28-36,CA,Purchase,SecondHome,Condo,2020
LN0000325,129773,Fair,<=60,<=28,FL,Refinance,Investment,SingleFamily,2021
LN0000326,186516,Fair,<=60,<=28,NV,Refinance,Investment,SingleFamily,2021
LN0000327,103144,Fair,75-90,<=28,WA,Refinance,PrimaryResidence,SingleFamily,2021
LN0000328,95835,Good,>90,<=28,CA,Purchase,Investment,MultiUnit,2018
LN0000329,134104,Fair,60-75,28-36,AZ,Purchase,PrimaryResidence,SingleFamily,2019
LN0000330,158737,Good,60-75,>43,NY,Refinance,PrimaryResidence,Condo,2021
LN0000331,162301,Fair,75-90,28-36,OH,Purchase,PrimaryResidence,Condo,2021
LN0000332,177546,Excellent,75-90,36-43,GA,Purchase,PrimaryResidence,Condo,2019
LN0000333,87189,Fair,60-75,28-36,NY,Purchase,PrimaryResidence,SingleFamily,2022
LN0000334,145368,Poor,<=60,<=28,NY,Purchase,PrimaryResidence,Townhouse,2022
LN0000335,255474,Excellent,60-75,<=28,WA,Purchase,Investment,SingleFamily,2021
LN0000336,100798,Fair,75-90,>43,NY,Refinance,PrimaryResidence,MultiUnit,2021
LN0000337,166446,Excellent,75-90,36-43,TX,Refinance,Investment,SingleFamily,2022
LN0000338,230135,Fair,75-90,>43,OH,Purchase,PrimaryResidence,SingleFamily,2021
LN0000339,134439,Excellent,75-90,28-36,GA,Refinance,PrimaryResidence,SingleFamily,2020
LN0000340,235805,Poor,60-75,36-43,GA,CashOut,PrimaryResidence,Condo,2019
LN0000341,92914,Excellent,60-75,36-43,OH,Purchase,SecondHome,Condo,2019
LN0000342,309968,Poor,<=60,>43,WA,Refinance,SecondHome,SingleFamily,2022
LN0000343,238685,Fair,>90,<=28,NV,Purchase,PrimaryResidence,SingleFamily,2019
LN0000344,204399,Good,75-90,>43,AZ,CashOut,PrimaryResidence,Condo,2021
LN0000345,348854,Fair,60-75,28-36,NV,Purchase,PrimaryResidence,SingleFamily,2020
LN0000346,168606,Fair,<=60,36-43,TX,Purchase,PrimaryResidence,SingleFamily,2019
LN0000347,145957,Poor,75-90,28-36,TX,CashOut,PrimaryResidence,Condo,2020
LN0000348,394854,Good,75-90,28-36,IL,Refinance,SecondHome,SingleFamily,2018
LN0000349,499010,Good,75-90,28-36,GA,Purchase,PrimaryResidence,SingleFamily,2021
LN0000350,140544,Excellent,60-75,36-43,FL,Refinance,PrimaryResidence,SingleFamily,2018
LN0000351,187799,Fair,>90,28-36,TX,CashOut,PrimaryResidence,SingleFamily,2018
LN0000352,335212,Excellent,75-90,28-36,CA,Purchase,Investment,Condo,2019
LN0000353,191171,Good,75-90,28-36,WA,Purchase,PrimaryResidence,SingleFamily,2020
LN0000354,267612,Good,75-90,36-43,NV,Purchase,PrimaryResidence,SingleFamily,2019
LN0000355,293667,Good,>90,28-36,IL,CashOut,SecondHome,SingleFamily,2022
LN0000356,150068,Good,>90,36-43,OH,Purchase,PrimaryResidence,SingleFamily,2022
LN0000357,245152,Fair,75-90,28-36,CA,Purchase,PrimaryResidence,SingleFamily,2019
LN0000358,198174,Fair,60-75,36-43,FL,Purchase,PrimaryResidence,SingleFamily,2022
LN0000359,108181,Good,60-75,36-43,GA,Purchase,SecondHome,Condo,2018
LN0000360,121197,Good,75-90,36-43,IL,Refinance,PrimaryResidence,SingleFamily,2018
LN0000361,143457,Poor,75-90,36-43,CA,Purchase,PrimaryResidence,Townhouse,2019
LN0000362,316241,Excellent,<=60,28-36,FL,Purchase,PrimaryResidence,Townhouse,2022
LN0000363,321476,Excellent,<=60,<=28,OH,Purchase,PrimaryResidence,SingleFamily,2020
LN0000364,289223,Excellent,>90,36-43,GA,Purchase,PrimaryResidence,Condo,2021
LN0000365,247720,Fair,>90,<=28,AZ,Purchase,PrimaryResidence,Condo,2021
LN0000366,244363,Good,>90,<=28,NY,Purchase,PrimaryResidence,SingleFamily,2020
LN0000367,228383,Fair,60-75,36-43,NV,Refinance,PrimaryResidence,SingleFamily,2022
LN0000368,243725,Fair,75-90,28-36,NV,Purchase,Investment,Townhouse,2022
LN0000369,252125,Good,75-90,28-36,NY,Purchase,PrimaryResidence,SingleFamily,2020
LN0000370,98497,Poor,60-75,>43,FL,Refinance,PrimaryResidence,SingleFamily,2021
LN0000371,133903,Fair,<=60,<=28,NV,Refinance,PrimaryResidence,SingleFamily,2021
LN0000372,118840,Good,>90,<=28,NY,Refinance,PrimaryResidence,SingleFamily,2020
LN0000373,345785,Good,<=60,<=28,IL,CashOut,Investment,SingleFamily,2018
LN0000374,454544,Good,75-90,<=28,NV,Purchase,Investment,Townhouse,2019
LN0000375,67203,Excellent,75-90,36-43,FL,Purchase,PrimaryResidence,SingleFamily,2022
LN0000376,434698,Excellent,75-90,36-43,AZ,Purchase,PrimaryResidence,SingleFamily,2019
LN0000377,207598,Poor,60-75,28-36,TX,Purchase,PrimaryResidence,SingleFamily,2021
LN0000378,329838,Good,75-90,28-36,FL,CashOut,SecondHome,Condo,2022
LN0000379,256077,Good,60-75,28-36,NY,Refinance,PrimaryResidence,SingleFamily,2021
LN0000380,408479,Fair,75-90,<=28,IL,Refinance,PrimaryResidence,SingleFamily,2019
LN0000381,220768,Good,60-75,36-43,FL,CashOut,PrimaryResidence,Condo,2022
LN0000382,100536,Poor,75-90,36-43,AZ,Refinance,PrimaryResidence,Townhouse,2018
LN0000383,188558,Fair,75-90,<=28,GA,Purchase,PrimaryResidence,SingleFamily,2021
LN0000384,257256,Good,<=60,36-43,GA,CashOut,PrimaryResidence,MultiUnit,2019
LN0000385,178442,Good,60-75,36-43,OH,Purchase,PrimaryResidence,SingleFamily,2021
LN0000386,276195,Poor,75-90,28-36,GA,Purchase,PrimaryResidence,SingleFamily,2020
LN0000387,192365,Fair,<=60,36-43,GA,Refinance,PrimaryResidence,SingleFamily,2020
LN0000388,147597,Poor,<=60,36-43,GA,CashOut,PrimaryResidence,SingleFamily,2019
LN0000389,115498,Excellent,60-75,<=28,OH,Refinance,PrimaryResidence,MultiUnit,2020
LN0000390,163422,Poor,>90,<=28,NV,Purchase,PrimaryResidence,SingleFamily,2022
LN0000391,220198,Fair,75-90,36-43,TX,CashOut,PrimaryResidence,Condo,2022
LN0000392,74630,Excellent,60-75,>43,WA,Purchase,PrimaryResidence,SingleFamily,2020
LN0000393,134586,Good,>90,28-36,TX,Refinance,Investment,SingleFamily,2022
LN0000394,73251,Fair,60-75,28-36,TX,Purchase,Investment,Townhouse,2022
LN0000395,146014,Excellent,60-75,36-43,NV,Purchase,PrimaryResidence,MultiUnit,2021
LN0000396,361731,Good,60-75,28-36,IL,Purchase,PrimaryResidence,SingleFamily,2020
LN0000397,109857,Fair,60-75,<=28,OH,CashOut,SecondHome,SingleFamily,2018
LN0000398,282541,Good,60-75,28-36,OH,CashOut,PrimaryResidence,SingleFamily,2020
LN0000399,826051,Good,75-90,>43,CA,Purchase,PrimaryResidence,Townhouse,2019
LN0000400,411172,Good,<=60,36-43,IL,Purchase,PrimaryResidence,SingleFamily,2018
LN0000401,212512,Good,75-90,>43,TX,Purchase,PrimaryResidence,SingleFamily,2022
LN0000402,305351,Poor,60-75,<=28,NY,Refinance,SecondHome,Condo,2019
LN0000403,100223,Fair,60-75,28-36,TX,Refinance,PrimaryResidence,Townhouse,2021
LN0000404,90516,Excellent,<=60,28-36,GA,Refinance,Investment,SingleFamily,2022
LN0000405,201662,Poor,75-90,<=28,TX,Purchase,PrimaryResidence,Condo,2020
LN0000406,242632,Poor,75-90,<=28,IL,Purchase,PrimaryResidence,SingleFamily,2021
LN0000407,343589,Good,60-75,36-43,NY,CashOut,PrimaryResidence,Condo,2021
LN0000408,149584,Fair,<=60,36-43,NV,Refinance,SecondHome,SingleFamily,2020
LN0000409,218971,Excellent,60-75,36-43,OH,Purchase,SecondHome,MultiUnit,2022
LN0000410,215250,Poor,75-90,28-36,NY,Purchase,PrimaryResidence,Condo,2022
LN0000411,186149,Fair,60-75,28-36,FL,Purchase,Investment,Townhouse,2019
LN0000412,191714,Fair,75-90,<=28,OH,Purchase,Investment,SingleFamily,2022
LN0000413,129656,Excellent,60-75,<=28,GA,Purchase,Investment,MultiUnit,2018
LN0000414,228628,Poor,<=60,28-36,WA,Refinance,PrimaryResidence,SingleFamily,2018
LN0000415,219152,Excellent,75-90,28-36,CA,Purchase,SecondHome,SingleFamily,2020
LN0000416,159531,Excellent,60-75,>43,CA,Purchase,PrimaryResidence,SingleFamily,2021
LN0000417,277308,Excellent,<=60,28-36,GA,Refinance,PrimaryResidence,MultiUnit,2020
LN0000418,332340,Fair,>90,<=28,IL,Purchase,PrimaryResidence,SingleFamily,2021
LN0000419,278922,Excellent,<=60,<=28,AZ,Purchase,PrimaryResidence,Condo,2019
LN0000420,118039,Poor,60-75,36-43,CA,CashOut,Investment,Condo,2022
LN0000421,208944,Fair,60-75,<=28,TX,Purchase,PrimaryResidence,Condo,2022
LN0000422,126031,Excellent,60-75,<=28,OH,Refinance,PrimaryResidence,SingleFamily,2018
LN0000423,208621,Excellent,75-90,28-36,NV,Purchase,SecondHome,Condo,2020
LN0000424,126276,Excellent,<=60,28-36,OH,Purchase,PrimaryResidence,SingleFamily,2019
LN0000425,376465,Fair,>90,36-43,CA,Purchase,PrimaryResidence,Condo,2021
LN0000426,294097,Fair,75-90,28-36,CA,Refinance,PrimaryResidence,SingleFamily,2020
LN0000427,353802,Excellent,>90,<=28,AZ,Purchase,PrimaryResidence,Condo,2019
LN0000428,336334,Fair,75-90,36-43,IL,Refinance,PrimaryResidence,MultiUnit,2019
LN0000429,173633,Excellent,>90,28-36,IL,Purchase,SecondHome,SingleFamily,2019
LN0000430,160684,Fair,75-90,36-43,NV,Refinance,PrimaryResidence,SingleFamily,2018
LN0000431,474901,Poor,60-75,<=28,FL,Purchase,PrimaryResidence,SingleFamily,2018
LN0000432,183036,Fair,60-75,36-43,FL,Purchase,PrimaryResidence,MultiUnit,2021
LN0000433,100983,Fair,75-90,28-36,GA,Refinance,Investment,Townhouse,2022
LN0000434,328973,Fair,60-75,28-36,NV,Purchase,PrimaryResidence,SingleFamily,2020
LN0000435,213605,Excellent,75-90,28-36,NY,Purchase,SecondHome,Townhouse,2022
LN0000436,422089,Excellent,<=60,>43,TX,Refinance,PrimaryResidence,SingleFamily,2018
LN0000437,224467,Excellent,75-90,<=28,CA,Refinance,PrimaryResidence,Townhouse,2022
LN0000438,196811,Good,60-75,>43,CA,Refinance,PrimaryResidence,Townhouse,2020
LN0000439,426368,Fair,>90,>43,NY,Purchase,PrimaryResidence,SingleFamily,2021
LN0000440,92112,Fair,<=60,28-36,WA,Purchase,PrimaryResidence,Townhouse,2018
LN0000441,148348,Poor,<=60,28-36,IL,Purchase,PrimaryResidence,SingleFamily,2021
LN0000442,127556,Excellent,75-90,28-36,FL,Purchase,PrimaryResidence,SingleFamily,2019
LN0000443,66334,Fair,75-90,>43,GA,Purchase,PrimaryResidence,MultiUnit,2022
LN0000444,307610,Excellent,75-90,36-43,AZ,Purchase,PrimaryResidence,SingleFamily,2021
LN0000445,150435,Good,>90,28-36,FL,Purchase,PrimaryResidence,SingleFamily,2022
LN0000446,312601,Fair,60-75,<=28,GA,Refinance,PrimaryResidence,SingleFamily,2022
LN0000447,241480,Poor,75-90,36-43,WA,Purchase,Investment,Condo,2021
LN0000448,269297,Fair,60-75,<=28,GA,Purchase,Investment,Condo,2019
LN0000449,158308,Excellent,60-75,<=28,CA,Purchase,SecondHome,MultiUnit,2019
LN0000450,135655,Fair,60-75,28-36,GA,Purchase,PrimaryResidence,MultiUnit,2022
LN0000451,207914,Excellent,<=60,28-36,OH,Refinance,Investment,MultiUnit,2021
LN0000452,314765,Poor,75-90,>43,GA,Purchase,SecondHome,Condo,2022
LN0000453,193844,Fair,75-90,36-43,AZ,Purchase,PrimaryResidence,Townhouse,2021
LN0000454,139948,Excellent,<=60,<=28,OH,CashOut,PrimaryResidence,SingleFamily,2021
LN0000455,109151,Excellent,>90,28-36,NV,Purchase,PrimaryResidence,Condo,2018
LN0000456,220153,Excellent,60-75,36-43,GA,Purchase,PrimaryResidence,SingleFamily,2022
LN0000457,150687,Poor,<=60,28-36,IL,Refinance,PrimaryResidence,SingleFamily,2019
LN0000458,191784,Good,75-90,<=28,AZ,Refinance,PrimaryResidence,SingleFamily,2019
LN0000459,176417,Fair,<=60,28-36,GA,CashOut,PrimaryResidence,SingleFamily,2018
LN0000460,159178,Fair,<=60,36-43,WA,CashOut,PrimaryResidence,Townhouse,2018
LN0000461,230245,Good,75-90,>43,WA,Refinance,PrimaryResidence,SingleFamily,2019
LN0000462,262302,Excellent,<=60,36-43,NY,Purchase,PrimaryResidence,Townhouse,2022
LN0000463,531064,Poor,<=60,<=28,GA,Purchase,PrimaryResidence,SingleFamily,2022
LN0000464,290391,Good,75-90,36-43,IL,Purchase,PrimaryResidence,Condo,2020
LN0000465,441018,Good,<=60,28-36,TX,Refinance,Investment,SingleFamily,2019
LN0000466,132018,Fair,75-90,>43,IL,CashOut,PrimaryResidence,Townhouse,2019
LN0000467,89279,Fair,75-90,28-36,NV,Purchase,PrimaryResidence,SingleFamily,2022
LN0000468,197360,Poor,<=60,<=28,NY,CashOut,PrimaryResidence,Condo,2018
LN0000469,305288,Excellent,60-75,28-36,GA,Refinance,PrimaryResidence,Townhouse,2018
LN0000470,282259,Good,<=60,28-36,IL,Purchase,Investment,Condo,2018
LN0000471,364284,Good,75-90,<=28,FL,CashOut,Investment,MultiUnit,2022
LN0000472,55922,Good,<=60,28-36,NY,Refinance,PrimaryResidence,SingleFamily,2018
LN0000473,371940,Excellent,>90,36-43,NV,Purchase,PrimaryResidence,SingleFamily,2022
LN0000474,235091,Excellent,60-75,36-43,TX,Purchase,PrimaryResidence,SingleFamily,2018
LN0000475,91857,Good,75-90,28-36,GA,Purchase,PrimaryResidence,SingleFamily,2020
LN0000476,285433,Good,<=60,<=28,AZ,Purchase,PrimaryResidence,SingleFamily,2022
LN0000477,216369,Good,60-75,28-36,TX,Refinance,PrimaryResidence,Condo,2018
LN0000478,240533,Fair,60-75,28-36,OH,CashOut,PrimaryResidence,Townhouse,2019
LN0000479,327601,Fair,75-90,<=28,GA,Refinance,PrimaryResidence,Condo,2021
LN0000480,246505,Good,>90,>43,NY,Refinance,Investment,MultiUnit,2022
LN0000481,95185,Good,<=60,>43,TX,Refinance,PrimaryResidence,SingleFamily,2022
LN0000482,185069,Excellent,<=60,<=28,NV,Purchase,SecondHome,SingleFamily,2018
LN0000483,88537,Good,60-75,36-43,TX,Refinance,SecondHome,Condo,2021
LN0000484,275001,Good,60-75,36-43,NV,Refinance,PrimaryResidence,SingleFamily,2019
LN0000485,399906,Excellent,>90,28-36,GA,Purchase,Investment,SingleFamily,2020
LN0000486,106859,Good,>90,36-43,AZ,Purchase,PrimaryResidence,Townhouse,2022
LN0000487,142097,Good,>90,<=28,FL,Refinance,PrimaryResidence,SingleFamily,2022
LN0000488,127875,Excellent,<=60,<=28,CA,CashOut,PrimaryResidence,SingleFamily,2018
LN0000489,158426,Good,60-75,>43,GA,CashOut,PrimaryResidence,SingleFamily,2020
LN0000490,244314,Good,75-90,36-43,NY,Purchase,PrimaryResidence,Condo,2019
LN0000491,159287,Fair,60-75,28-36,WA,Refinance,PrimaryResidence,SingleFamily,2021
LN0000492,275478,Fair,75-90,28-36,IL,Purchase,PrimaryResidence,Condo,2022
LN0000493,338638,Fair,60-75,>43,NY,CashOut,Investment,SingleFamily,2019
LN0000494,344855,Good,60-75,28-36,OH,Refinance,PrimaryResidence,Condo,2018
LN0000495,113653,Fair,>90,>43,WA,CashOut,PrimaryResidence,MultiUnit,2018
LN0000496,397505,Good,60-75,>43,GA,CashOut,PrimaryResidence,SingleFamily,2018
LN0000497,413757,Good,>90,28-36,GA,Purchase,Investment,Condo,2019
LN0000498,432068,Fair,60-75,36-43,GA,CashOut,PrimaryResidence,SingleFamily,2022
LN0000499,183706,Good,<=60,36-43,NY,Refinance,Investment,SingleFamily,2019
LN0000500,136499,Good,60-75,36-43,OH,Purchase,PrimaryResidence,SingleFamily,2020
LN0000501,121525,Fair,<=60,28-36,FL,Purchase,PrimaryResidence,SingleFamily,2021
LN0000502,114589,Poor,60-75,<=28,NV,Refinance,PrimaryResidence,Townhouse,2021
LN0000503,199954,Poor,<=60,<=28,AZ,Purchase,PrimaryResidence,MultiUnit,2019
LN0000504,303739,Good,75-90,36-43,WA,Purchase,PrimaryResidence,MultiUnit,2018
LN0000505,382039,Good,>90,36-43,TX,Refinance,Investment,SingleFamily,2018
LN0000506,155939,Fair,60-75,36-43,NV,Purchase,PrimaryResidence,Condo,2019
LN0000507,194980,Good,<=60,28-36,WA,Purchase,PrimaryResidence,Condo,2018
LN0000508,188698,Fair,60-75,<=28,AZ,Refinance,PrimaryResidence,SingleFamily,2020
LN0000509,144691,Good,75-90,<=28,CA,Purchase,PrimaryResidence,Condo,2021
LN0000510,287182,Excellent,75-90,36-43,NY,Refinance,PrimaryResidence,MultiUnit,2021
LN0000511,238332,Excellent,<=60,28-36,FL,Purchase,SecondHome,Townhouse,2022
LN0000512,213397,Fair,60-75,36-43,AZ,CashOut,Investment,Townhouse,2019
LN0000513,237792,Excellent,60-75,<=28,IL,Purchase,PrimaryResidence,SingleFamily,2021
LN0000514,270418,Good,60-75,28-36,TX,Refinance,PrimaryResidence,MultiUnit,2022
LN0000515,269067,Good,<=60,>43,GA,Refinance,PrimaryResidence,Townhouse,2018
LN0000516,130712,Excellent,>90,<=28,TX,CashOut,PrimaryResidence,Condo,2021
LN0000517,311191,Good,<=60,<=28,IL,Refinance,PrimaryResidence,SingleFamily,2018
LN0000518,225862,Fair,<=60,36-43,NV,Purchase,PrimaryResidence,SingleFamily,2020
LN0000519,159962,Excellent,<=60,28-36,IL,Purchase,PrimaryResidence,SingleFamily,2022
LN0000520,223488,Fair,75-90,>43,IL,Refinance,Investment,SingleFamily,2020
LN0000521,236153,Poor,60-75,>43,CA,Refinance,Investment,Townhouse,2020
LN0000522,341427,Good,60-75,36-43,IL,Refinance,PrimaryResidence,Townhouse,2021
LN0000523,117821,Excellent,60-75,<=28,NV,Purchase,Investment,Townhouse,2020
LN0000524,385575,Fair,75-90,28-36,NV,Refinance,SecondHome,SingleFamily,2021
LN0000525,201105,Excellent,60-75,>43,NV,Purchase,PrimaryResidence,Condo,2022
LN0000526,154341,Good,>90,28-36,NY,Refinance,Investment,SingleFamily,2018
LN0000527,151997,Poor,60-75,>43,CA,Refinance,Investment,SingleFamily,2020
LN0000528,120489,Poor,<=60,36-43,FL,Purchase,PrimaryResidence,SingleFamily,2022
LN0000529,83244,Fair,>90,<=28,FL,Refinance,SecondHome,Townhouse,2019
LN0000530,278925,Good,75-90,28-36,CA,Purchase,PrimaryResidence,Condo,2020
LN0000531,535225,Fair,60-75,36-43,OH,Refinance,PrimaryResidence,MultiUnit,2021
LN0000532,88538,Fair,75-90,<=28,WA,Refinance,PrimaryResidence,SingleFamily,2022
LN0000533,123597,Good,60-75,28-36,OH,Purchase,PrimaryResidence,SingleFamily,2019
LN0000534,289465,Fair,60-75,36-43,TX,Purchase,PrimaryResidence,SingleFamily,2022
LN0000535,194304,Excellent,75-90,<=28,GA,Refinance,PrimaryResidence,Condo,2021
LN0000536,301706,Excellent,75-90,28-36,CA,Refinance,SecondHome,MultiUnit,2018
LN0000537,188931,Good,60-75,36-43,OH,Purchase,SecondHome,SingleFamily,2022
LN0000538,148700,Excellent,75-90,36-43,AZ,Purchase,PrimaryResidence,SingleFamily,2019
LN0000539,177562,Excellent,60-75,28-36,FL,Purchase,PrimaryResidence,MultiUnit,2019
LN0000540,60412,Fair,<=60,>43,NY,Refinance,PrimaryResidence,SingleFamily,2020
LN0000541,112224,Poor,>90,>43,IL,Purchase,PrimaryResidence,SingleFamily,2020
LN0000542,319380,Good,60-75,28-36,WA,Refinance,PrimaryResidence,MultiUnit,2020
LN0000543,360753,Fair,75-90,<=28,WA,Refinance,Investment,Condo,2018
LN0000544,401548,Poor,75-90,36-43,TX,Refinance,PrimaryResidence,Condo,2022
LN0000545,247814,Excellent,75-90,<=28,NY,CashOut,PrimaryResidence,SingleFamily,2019
LN0000546,64341,Good,60-75,36-43,WA,Purchase,PrimaryResidence,Condo,2018
LN0000547,144711,Good,>90,28-36,GA,Refinance,PrimaryResidence,SingleFamily,2020
LN0000548,385512,Excellent,75-90,28-36,GA,Refinance,PrimaryResidence,Condo,2021
LN0000549,447542,Fair,75-90,28-36,GA,Refinance,PrimaryResidence,SingleFamily,2018
LN0000550,392905,Good,60-75,28-36,IL,Refinance,PrimaryResidence,SingleFamily,2022
LN0000551,176640,Good,60-75,>43,WA,Purchase,Investment,SingleFamily,2021
LN0000552,103436,Excellent,<=60,<=28,NY,CashOut,PrimaryResidence,SingleFamily,2022
LN0000553,194791,Excellent,60-75,>43,FL,Purchase,SecondHome,SingleFamily,2021
LN0000554,200266,Poor,<=60,<=28,NY,CashOut,PrimaryResidence,SingleFamily,2018
LN0000555,434861,Excellent,75-90,36-43,IL,Purchase,PrimaryResidence,MultiUnit,2019
LN0000556,222770,Excellent,>90,>43,TX,Purchase,PrimaryResidence,SingleFamily,2022
LN0000557,200454,Good,60-75,28-36,FL,CashOut,SecondHome,SingleFamily,2020
LN0000558,206230,Good,60-75,<=28,TX,Refinance,Investment,Condo,2018
LN0000559,242784,Good,75-90,36-43,IL,Refinance,PrimaryResidence,Condo,2018
LN0000560,271908,Good,<=60,36-43,IL,Purchase,PrimaryResidence,SingleFamily,2020
LN0000561,138376,Excellent,>90,28-36,TX,Purchase,PrimaryResidence,SingleFamily,2020
LN0000562,117147,Excellent,60-75,28-36,TX,Purchase,PrimaryResidence,SingleFamily,2019
LN0000563,394462,Fair,<=60,36-43,WA,Refinance,Investment,SingleFamily,2018
LN0000564,87507,Fair,<=60,<=28,FL,Purchase,PrimaryResidence,SingleFamily,2021
LN0000565,450842,Fair,>90,36-43,AZ,Purchase,PrimaryResidence,Condo,2020
LN0000566,76470,Fair,60-75,28-36,TX,Purchase,PrimaryResidence,SingleFamily,2018
LN0000567,148409,Fair,75-90,<=28,IL,CashOut,PrimaryResidence,SingleFamily,2018
LN0000568,323167,Excellent,<=60,36-43,AZ,Refinance,SecondHome,Condo,2019
LN0000569,198823,Good,<=60,28-36,TX,Purchase,PrimaryResidence,SingleFamily,2020
LN0000570,102925,Good,>90,>43,IL,CashOut,Investment,Townhouse,2019
LN0000571,246031,Good,<=60,28-36,IL,Purchase,PrimaryResidence,SingleFamily,2018
LN0000572,205561,Fair,<=60,28-36,WA,Purchase,SecondHome,SingleFamily,2022
LN0000573,178434,Good,60-75,28-36,AZ,Purchase,PrimaryResidence,SingleFamily,2021
LN0000574,145515,Fair,>90,28-36,WA,CashOut,PrimaryResidence,SingleFamily,2020
LN0000575,195379,Poor,60-75,36-43,NY,Purchase,PrimaryResidence,SingleFamily,2019
LN0000576,148603,Good,<=60,36-43,NY,Purchase,PrimaryResidence,Townhouse,2021
LN0000577,671498,Poor,>90,36-43,GA,CashOut,Investment,SingleFamily,2022
